id,difficulty,customer_text,prior_context,final_intent,final_should_escalate,final_escalate_reason
g_2912488,easy,@spotifycares Works on iPhone but not on desktop or web player!,"<USER> Hi Nathan, help's here! Can you let us know if the issue persists while using another device? Keep us in the loop /AV",device_or_platform_compatibility,True,Cross-platform inconsistency suggests a complex technical issue requiring human investigation.
g_2729330,easy,@spotifycares Hello I don’t have that one any more as you update it every Thursday!,<USER> Hey Janine! Could you send over a link to the playlist? We'll see what we can suggest 🙂 /L,not_a_support_request,True,Customer references a recurring billing issue requiring manual account review.
g_2951510,easy,there needs to be a <USER> setting to skip spoken word intros to songs. no one listens to ‘da booty’ for the riddle!,,feature_request_or_product_feedback,True,"User is requesting a new feature, which requires human review."
g_575708,easy,@spotifycares hey @spotifycares can u help me,,other,True,"The message is an ambiguous request for help with no details, requiring human investigation to determine the issue."
g_560982,hard,@spotifycares I got an invitation to join a family plan via email. We all live in the same address and everything but I keep getting an error when trying Accept the invitation,,billing_or_subscription_charge,True,Technical error blocking family plan acceptance requires human troubleshooting.
g_2871123,easy,"@spotifycares I used to have an account through facebook, then through email. I lost the password for my email account, and my facebook one is locked out; it kicks me to an ""error occurred"" page. What can I do to get spotify back?",,login_or_account_access,True,User is locked out of both linked accounts and cannot verify identity.
g_174972,medium,@spotifycares Nope. Also deleted and reinstalled,"<USER> Thanks. Does logging out, restarting your device, and logging back in make a difference? /LO",playback_or_app_bug,True,"User reports issue persists after reinstall, indicating a complex technical failure requiring human intervention."
g_454707,easy,Pourquoi la concurrence a deja l’album de Kopp ? <USER>,,content_availability_or_licensing,True,User is asking a specific question about competitor release timing that requires human verification.
g_566362,easy,<USER> Please add Siri integration to the app or I'm moving to <USER> .,,feature_request_or_product_feedback,True,User is threatening to churn due to missing Siri integration.
g_2890073,easy,"I created a Spotify account and have started paying for the premium package. However, I have forgotten my username and password and are unable to log in. I was wondering how I can cancel my payments? I can provide my bank details to possibly link it to my account <USER>",,billing_or_subscription_charge,True,"User cannot log in and requests payment cancellation, requiring human verification."
g_2960679,easy,"seriously <USER>, help me. <URL>",,not_a_support_request,True,Customer explicitly requests human assistance and expresses frustration.
g_499281,easy,Hey <USER> I'm locked out of my account and can't reset my password,,login_or_account_access,True,Account lockout requires manual verification to prevent unauthorized access.
g_44341,easy,<USER> How? :(,,not_a_support_request,True,"The vague, distressed message lacks context, requiring a human to clarify the issue."
g_468956,easy,<USER> @spotifycares <USER> can you please add a sleep timer !!,,feature_request_or_product_feedback,False,Simple feature request with no account-specific issues requiring human intervention.
g_663085,easy,@spotifycares I was charged for a subscription I wasn’t eligible for. It was the student membership.,,billing_or_subscription_charge,True,Billing dispute involving an ineligible student subscription requires human review.
g_2942725,easy,@spotifycares __email__ &lt;= my email address,<USER> Hi there! Can you DM us your account's username or email address? We'll take a look under the hood /JM <URL>,not_a_support_request,True,Customer explicitly requested human assistance by tagging the support account.
g_680797,easy,@spotifycares please check my dm :)),,not_a_support_request,True,"The user directs the issue to DMs, preventing automated triage of the actual problem."
g_2970780,easy,<USER> why does my iOS app keep randomly pausing and I have to restart it every time someone calls?!😭😖,,playback_or_app_bug,False,"Known iOS bug with call interruptions, so it's auto-resolved with a standard fix."
g_622874,hard,"@spotifycares You know as well as I do that this has been a complaint by users for year AL :) I'm not blaming you, but I'm not paying anymore for a service that actively refuses to listen to users on this subject.","<USER> We understand your frustration. Your feedback has been noted and passed onto the team. If you need anything else, just give us a shout /AL",feature_request_or_product_feedback,True,Customer is threatening to cancel due to long-standing unresolved complaints.
g_574263,easy,. <USER> how do I claim the below? <URL>,,how_to_or_usage_question,False,"The user is asking a generic question about how to claim an offer, which can be answered with a standard automated response without needing a human agent."
g_166663,easy,<USER> Guys a little help here? Isn't working… <URL>,,playback_or_app_bug,True,Vague complaint with no specific error details prevents automated triage.
g_496155,easy,"@spotifycares Hi, I just paid for the Premium yearly plan offered to users in Canada ($99 CAD for 12 months) but my account still says I will be charged $9.99 for the month in 2 weeks. What's happening? Thank you!",,billing_or_subscription_charge,True,Billing discrepancy between the paid annual plan and the recurring monthly charge.
g_2963335,easy,"@spotifycares every time I open spotify web player in chrome, I can't play anything. I click the play button on a playlist or song, and no action is taken. I have to close chrome and reopen it before I am able to play music. What's up with that?",,playback_or_app_bug,False,Known browser bug with no account-specific data to investigate.
g_116561,easy,"iPhone 4, 6, and 8; iOS 4, 5, 6, 7, 8, 9, 10, and 11; every version of Spotify since I started using it in 2010. <URL>",,device_or_platform_compatibility,True,"Customer lists multiple devices and OS versions, indicating a complex, persistent issue."
g_44342,hard,<USER> Hooooow huhu,,not_a_support_request,True,"The message is incoherent and lacks specific details, requiring human clarification to identify the actual issue."
g_44425,easy,"@spotifycares Hello, I've tried to tell my problem from the website <URL> but until now I can't get my premium account back, I still can't logged in to my account :( <USER> <USER> @spotifycares","<USER> Hey! We can help out in English via Twitter, but we also have Indonesian support via email at <URL> /NQ",login_or_account_access,True,Customer is locked out of their premium account and unable to resolve it via the website.
g_74910,easy,Hai <USER> kenapa album 'Jalan Terus' dari <USER> tidak ada ya? Dari 'Pejantan Tangguh' langsung ke '507' <URL>,,content_availability_or_licensing,True,"User reports missing album in catalog, requiring human verification of content availability."
g_566318,hard,@spotifycares <USER> Can you help us? our EP ‘A Matter Of Opinion’ is being linked to an artist with a similar name we need to be a separate artist and have it as our own. <URL>,,content_availability_or_licensing,True,Artist identity correction requires manual backend intervention to separate accounts.
g_642110,hard,"@spotifycares oh hey, not about not liking, but in a metal band the recommendations were all pop music, thanks for checking this tho","<USER> Hey there! We're sorry to hear you're not liking your Recommended Songs. We'll pass on your feedback. We have more info to share here: <URL> Any other questions, just give us a shout /NG",feature_request_or_product_feedback,True,"User reports incorrect genre recommendations for a metal band, requiring manual investigation."
g_129767,easy,HOW DO I BUY PREMIUM??? <USER> @spotifycares,,how_to_or_usage_question,False,"The query is a simple, standard how-to question requiring no human intervention."
g_2895455,easy,"@spotifycares Windows 10, 1.0.68.407.g6864aaaf",<USER> Hey there! That's not cool. Can you let us know the operating system and app version you're running on your PC? We'll see what we can suggest /PB,not_a_support_request,True,"User reported a specific Windows app version, indicating a technical bug requiring human investigation."
g_25399,easy,<USER> How?,,not_a_support_request,True,"The vague question lacks context, requiring a human to identify the specific issue."
g_565392,easy,"@spotifycares I want to listen on my phone...slightly irrelevant question. Works fine on my pc but that's not the point, the issue is happening on my android phone...",<USER> Thanks! Does using a different device make a difference? Let us know how this plays out /MS,device_or_platform_compatibility,True,User reports a specific technical issue on Android that requires human troubleshooting.
g_594085,easy,<USER> <USER> We need answers <USER>,,not_a_support_request,True,"The message contains no specific issue details, making it impossible to route automatically."
g_617460,easy,@spotifycares Thanks very much,<USER> Great! Glad to hear it's all sorted. Just give us a shout if you need help with anything else. We're just a tweet away /LM,not_a_support_request,False,The message is a simple thank-you with no actionable request or complaint.
g_2920647,hard,"<USER> sort yourself out, you’re not working sincerely, me (who cannot deal without a constant backing track to my life)",,not_a_support_request,True,Customer expresses severe emotional distress and inability to cope without the service.
g_675311,easy,@spotifycares your website won't accept my visa card.,,billing_or_subscription_charge,True,Payment processing issues require human intervention to resolve billing errors.
g_2466907,hard,"Dear <USER>, how come you dont have ""Darling, are you gonna leave me"" by London Grammar?",,content_availability_or_licensing,True,"User is asking about a specific missing track, requiring human verification of catalog availability."
g_2769157,hard,@spotifycares <USER> This canned response is getting old. Spotify needs to either say “yes we will support multi-room alexa in 2018 or no we will not”.,"<USER> We're afraid we don't have any more info on this at the moment, but we appreciate your patience. Thanks for your feedback, we'll make sure to pass it along to the team. You can also feel free to add your thoughts on the comments of the thread 🙂 /SB",feature_request_or_product_feedback,True,Customer is demanding a definitive commitment on a specific product feature.
g_566329,easy,"@spotifycares Hi, I can’t connect my Facebook-account to my Spotify. (My Spoitify-username is ‘kzenmatthias’)",,login_or_account_access,True,Account linking issues require manual verification to resolve security and identity conflicts.
g_130875,easy,<USER> @spotifycares help?,,not_a_support_request,True,"The message is too vague to resolve automatically, requiring human clarification."
g_1101778,easy,"@spotifycares why have you charged me £9.99 for the last two months when I'm on a student plan and was paying £4.99 previously, I want a refund asap",,billing_or_subscription_charge,True,Customer demands an immediate refund for unauthorized billing errors.
g_668699,easy,<USER> put the new wdw ep on spotify come on,,not_a_support_request,True,"User is requesting a specific track be added to the platform, which requires human review."
g_511841,easy,"Hey <USER> &amp; @spotifycares, When are you going to fix the web player to work correctly with Firefox's ""media.autoplay.disabled"" set FALSE? I have quite a backlog of music to get to!",,playback_or_app_bug,True,User reports a specific technical bug in the web player requiring engineering investigation.
g_620370,easy,"<USER> In it's defence, I did enjoy the tracks 🤔",,not_a_support_request,True,"The message is a casual, positive comment with no actionable support request."
g_2899,easy,<USER> how,,not_a_support_request,True,The message is too vague to determine the specific issue or intent.
g_620410,easy,@spotifycares Restarting hasn't helped. Started on Monday.,"<USER> Copy that. If you haven't tried this yet, can you restart your PC? Can we also know when did this start happening? Was it after a specific update? /WP",playback_or_app_bug,True,"Issue persists after troubleshooting, indicating a need for human intervention."
g_176525,easy,<USER> make a better app. Won't even load the page so I can update payment method 👌 real quality app here crashing every time I try..,,playback_or_app_bug,True,"User reports critical app crash preventing payment updates, requiring human intervention."
g_150664,easy,@spotifycares Create account),"<USER> Hi! Help's here. Just to clarify, are you trying to create an account or having problems logging in? We'll see what we can suggest /AU",not_a_support_request,True,"The message is incoherent and lacks specific details, requiring human clarification."
g_115290,easy,<USER> Any word on FLAC streaming yet? #shutupandtakemymoney :-),,feature_request_or_product_feedback,True,"User is requesting a specific feature roadmap update, which requires human verification."
g_2920759,easy,"@spotifycares PC, Windows 10, v. 1.0.68.407","<USER> Hi, help's here! Can you let us know your device, operating system, and Spotify version? We'll be waiting for your reply /MG",not_a_support_request,True,The message contains only version details without a specific issue description.
g_2972942,easy,@spotifycares I can’t access my Spotify account and all my information is correct yet it still says it’s not and I’ve reset my Facebook password too.,,login_or_account_access,True,Account access failure persists despite verified credentials and password reset.
g_679987,easy,Hey <USER> I can’t login into my account <URL>,,login_or_account_access,True,Account access issues require human verification to prevent unauthorized account takeover.
g_468363,easy,<USER> I have just paid for the premium but still gives me the free subscription,,billing_or_subscription_charge,True,Billing discrepancy requires manual verification of payment status and account upgrade.
g_2929825,easy,"@spotifycares hey when is the ""your top songs 2017"" customized playlist going to be released",,how_to_or_usage_question,False,The query is a simple status check requiring a standard FAQ response.
g_106325,hard,"@spotifycares just trying to change my payment details, but keeps routing me to confirm student details. not a student anymore, just trying to change the card on file help plx (marisa.boras / __email__)",,billing_or_subscription_charge,True,Customer is no longer a student but is stuck in the student verification loop.
g_2906,easy,<USER> How?,,not_a_support_request,True,"The vague question lacks context, requiring a human to identify the specific issue."
g_483958,easy,@spotifycares The album is called Distant Relatives by Nas &amp; Damian Marley. I'm in Australia,"<USER> Hey! Can you let us know the title of the Distant Relatives album you're looking for, and where are you based? We'll take a closer look /K",content_availability_or_licensing,True,"Customer is in Australia, requiring regional support routing."
g_748103,easy,@spotifycares No. But I will. Thank you so much.,"<USER> Hi Shyla! Sorry to hear that. Just to check, have you previously requested for it at <URL> /MU",not_a_support_request,True,"Customer explicitly stated they will proceed with cancellation, requiring human intervention to retain."
g_64363,easy,<USER> When are you going to get music videos?,,feature_request_or_product_feedback,False,"The query is a general feature request, not a specific account issue requiring human intervention."
g_73747,hard,<USER> App pro Apple Watch?,,how_to_or_usage_question,False,The user is asking a simple compatibility question that can be answered automatically.
g_44396,easy,<USER> How?,,not_a_support_request,True,"The vague question lacks context, requiring a human to identify the specific issue."
g_700404,easy,@spotifycares hey i’m trying to update my payment info and it keeps telling me something went wrong and to try again but every time i do try again it takes the money out of my account like nothing went wrong so 🧐,,billing_or_subscription_charge,True,"Repeated failed payment attempts are causing unintended charges, requiring immediate human intervention."
g_2909841,easy,@spotifycares For some reason I am being charged $9.99 a month even though I've had the student discount this whole year. I renewed the student discount a few months ago because I am still enrolled at UF. Can i be refunded the $9.99 charge so I am only charged $4.99 instead?,,billing_or_subscription_charge,True,Billing discrepancy requires manual verification of student status and refund processing.
g_2577787,hard,@spotifycares Ios 11.1.2 and the latest spotify whatever that is,<USER> Hey there! That's not cool. Can you let us know the exact iOS and Spotify versions you're rocking? We'll see what we can suggest /QI,not_a_support_request,True,"User reports app malfunction on specific iOS version, requiring technical troubleshooting."
g_44321,easy,<USER> How,,not_a_support_request,True,"The message is an incomplete fragment, making it impossible to determine the user's actual intent or issue."
g_181680,easy,"Bohong ah... kemarin coba, sebulan 49.990. Padahal dah pake akun email lain dan nomor ponsel beda 😡 <URL>",,billing_or_subscription_charge,True,Customer reports persistent billing issue despite using new account and phone number.
g_2820159,easy,@spotifycares I have a premium account that I can't listen to! My login defaults to my facebook account which was a free account. I need to disassociate my FB account from my Spotify account. Can you assist?,,login_or_account_access,True,Account linking issues require manual intervention to safely disassociate the Facebook login.
g_1630485,easy,"@spotifycares We're crossing emails, thanks. :-)","<USER> We understand. Don't worry, our Accounts team should be able to take care of this for you. You can reach them at <URL> Just select Account &gt; Other &gt; I STILL NEED HELP &gt; Enter your name and your issue &gt; START CHAT /NS",not_a_support_request,True,"Customer is actively coordinating with another support channel, requiring human intervention to prevent conflicting responses."
g_465266,easy,Help @spotifycares,,not_a_support_request,True,"The message is too vague to route automatically, requiring human review to identify the specific issue."
g_25418,easy,<USER> How?,,not_a_support_request,False,"The message contains no actionable request, so no escalation is required."
g_492435,easy,"<USER> net een premium account omgezet in Family account. Hoe kan ik mijn dochter, die nog geen account heeft, toevoegen? Ze heeft wel de mail ontvangen met de uitnodigingcode... #help #premiumforfamily #spotify #spotifynederland",,how_to_or_usage_question,True,"The user is asking how to add a family member, which is a standard account management task."
g_2924044,easy,@spotifycares Sure. Hang on a second,<USER> Thanks! Could you try logging out &gt; restarting your device &gt; logging back in to see if it helps? Keep us posted /AR,not_a_support_request,True,"Customer is actively waiting for a response, requiring immediate human attention."
g_2920676,easy,DAMMIT <USER> FIX YOURSELF MF I NEED MUSIC <URL>,,not_a_support_request,True,Customer is using abusive language and demanding immediate service.
g_2913882,easy,<USER> 🙄👋🏻 come on...,,not_a_support_request,True,"Customer expressed frustration with emojis and vague language, requiring human context to resolve."
g_104104,easy,@spotifycares Version 8.4.29.289 on Android Oreo 8.0.0,"<USER> Hi Paul! Can you let us know what device, Android and Spotify versions you're using? We'll see what we can do /HR",not_a_support_request,True,"User reported a specific app version on Android Oreo, indicating a potential technical bug."
g_2282062,hard,"@spotifycares Absolutely dreadful to deal with. Unresponsive, no responses to content of E mails, no call centre and have locked me out of my account despite being up to date with payments. Have lost several years of playlists. Good with platitudes, however. #deezer #cd #vinyl",,login_or_account_access,True,Account lockout and data loss require human intervention to restore access.
g_2848296,hard,@spotifycares Only heard it twice today. Things are improving they seem. Thanks.,"<USER> That's great to hear, we'd recommend as such! Let us know if there's anything else we can help with. We'll be here to lend a hand 🙂 /TB",not_a_support_request,False,"Customer expressed satisfaction with service improvements, requiring no further action."
g_674456,hard,@spotifycares done :D,"<USER> Hey! Can you DM us the email address you used to request access, and the URI's of the artist profiles that you've requested access to? We'll chase this up /K <URL>",not_a_support_request,True,"The message is a brief, ambiguous status update lacking specific context for automated handling."
g_173627,easy,"@spotifycares Say somethinggg, I'm giving up on youuu","<USER> Don't worry, we're not giving up on you. We couldn't locate an account with the email address provided, though. Could you send us a DM with any other email addresses/usernames you have? Once we get this, we'll see what we can suggest /VV <URL>",not_a_support_request,True,"Customer expresses frustration and intent to churn, requiring human intervention."
g_575117,hard,hello my spotify problem still hasnt fixed and i realized it was bc of my country in apple id since its on korea 😩 so i had to cancel my applemusic subscription as well BUT FUCKING BITCH IT WASNT CANCELLED I STILL HAVE TO WAIT FOR FEW WEEKS TO CANCEL MY MEMBERSHIP IM MAD,,billing_or_subscription_charge,True,Customer is highly distressed and facing a billing issue outside our control.
g_169686,easy,"@spotifycares <USER> I am also experiencing this. No matter what track I click, nothing loads or plays. Already tried un- then re-installing. So not just you Jouni.","<USER> Hey Jouni, that doesn’t sound fun. Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VV",playback_or_app_bug,True,"Multiple users report a widespread playback failure, indicating a potential service outage."
g_2861323,easy,"@spotifycares I already did that. News websites in Romania said spotify will be available in Romania today 28th november, thats why i am asking.","<USER> Hey Robert! We don't have a specific date, but we're launching in new countries as often as possible. Be sure to add your email at <URL> /RH",content_availability_or_licensing,True,Customer claims prior resolution failed and cites conflicting local news about service availability.
g_113808,hard,"@spotifycares You *REALLY* need to finally, actually, DO something about the 10,000 song limit in users' libraries. Especially for a service that prides itself on helping discovery of new tracks.",,feature_request_or_product_feedback,True,"User is demanding a specific product feature change, which requires human review."
g_2937777,hard,"Hello @spotifycares I am a premium subscriber, so what the hell are you playing at putting adverts in my app? <URL>",,billing_or_subscription_charge,True,"Customer is a premium subscriber complaining about unexpected ads, indicating a billing or account issue."
g_173617,hard,@spotifycares Stop with generic replies. exemplifies that you don't how to reply to my response...seriously,,not_a_support_request,True,Customer explicitly rejected automated responses and demanded human intervention.
g_465264,easy,@spotifycares Im using a Samsung galaxy s7,,not_a_support_request,True,The message is an incomplete fragment lacking a specific issue or request.
g_568894,easy,"@spotifycares Question, I have a Spotify account and I can't login anymore. I'm also don't get an email to reset my password could you help me out... Cause I'm still paying",,login_or_account_access,True,Account lockout combined with a billing issue requires human intervention.
g_455643,easy,<USER> please please please can you add explicit filters so that I can allow my 7 year old daughter to listen to music without running the risk of hearing about f*cking and b*tches in songs. It is inexcusable that you don’t have this function.,,feature_request_or_product_feedback,True,"Customer is demanding a new feature, which support cannot implement."
g_1231165,easy,@spotifycares wait whaaaaaaat when did this change come in? o.O,"<USER> Hey Bradley! We're afraid we no longer share your listening activity to Facebook. Rest assured, your feedback will be passed on to the right folks /LP",feature_request_or_product_feedback,True,Customer is confused about an unexpected change and needs human clarification.
g_2936280,easy,@spotifycares I WAS CHARGED THRICE FOR THE PREMIUM I CANT EVEN SUBSCRIBE 🤦‍♂️,,billing_or_subscription_charge,True,Triple billing and subscription failure require immediate human intervention to resolve.
g_2842923,easy,Please notice my dm @spotifycares 😭,,not_a_support_request,True,"User explicitly requests human attention via DM, indicating need for manual intervention."
g_533545,easy,<USER> @spotifycares Mine regularly offers to connect to a chromecast. We don’t have a chromecast.,,device_or_platform_compatibility,True,Recurring hardware detection error requires manual troubleshooting beyond automated scripts.
g_654660,hard,Fair warning 😕 <URL>,,not_a_support_request,True,The vague message and external link require human verification to assess potential phishing or scam risks.
g_620363,easy,<USER> Does it only work on one device? Because it works fine on my iPad however not on my iPhone,,device_or_platform_compatibility,True,Device-specific troubleshooting requires human intervention to resolve the iPhone issue.
g_111997,hard,@spotifycares Done ✅ thank u 😁,"<USER> Hmm. Could you give it another shot by heading over at <URL> using an incognito window or a different browser? For your security, we recommend deleting your previous tweet as it contains private info. Let us know how it plays out /GU",not_a_support_request,False,"The tweet is a positive confirmation of resolution, requiring no further action."
g_662932,hard,"<USER> Wish premium subscribers got a deal every once in awhile. Hook us up, <USER>",,feature_request_or_product_feedback,True,"Customer is requesting a discount or promotional offer, which requires human review."
g_573770,medium,@spotifycares <USER> great band called Monaco(Peter hook and David Potts) any reason they are missing from your systems?,,content_availability_or_licensing,True,User is asking why a specific artist is missing from the catalog.
g_563502,hard,"<USER> Hi, I need help with a familiar acount and I don´t know how to fix it",,login_or_account_access,True,User reports account access issue requiring manual verification and recovery steps.
g_2973967,easy,<USER> @spotifycares EVERY DAMN RIME. Lagi pa nasasakto pag may mahabang biyahe tapos biglang nag uundownload,,playback_or_app_bug,False,"Clear bug report about download failures; no urgent or account issue, can be handled with a standard auto‑reply."
g_748194,hard,<USER> It’s really unfair people in Quebec can’t use most of the promotions!!!,,other,True,"User complains promotions are unavailable in Quebec, which is a regional policy issue that requires human review."
g_2916638,easy,<USER> can you add Jay-Z please,,feature_request_or_product_feedback,True,"Requesting a specific artist's addition is a product feature request, not a support issue."
g_1778491,easy,PUT AALIYAHS HITS ON FUCKING <USER> ALREADY DAMMIT,,not_a_support_request,True,"Customer used profanity and demanded specific content, requiring human intervention."
g_2022689,easy,can <USER> please bring out a feature that lets you list to 2 playlists at once?🤔 fed up of having to make a new playlist just to merge 2 old ones...,,feature_request_or_product_feedback,False,"Request is a feature suggestion, not a technical issue requiring human intervention."
g_172503,easy,<USER> where’s samuel’s album,,content_availability_or_licensing,True,"The user is asking for specific album release details, which requires human verification."
g_648651,easy,"@spotifycares This one seems to be misnamed - <URL> It is called ""13. janvāris"" (album's track listing in Latvian wiki <URL> )",,content_availability_or_licensing,True,User reported a specific metadata error requiring manual correction.
g_496153,easy,"Every month, my <USER> app dumps 15 GB of downloaded playlists and forces me to download all of it again. This is the last time. Fix your shitty app before you lose another 3 year+ Premium subscriber to <USER>",,playback_or_app_bug,True,Customer threatens to cancel after 3 years due to recurring data loss.
